Please provide hourly results  in mg/m3 of CO monitoring conducted in Dublin City by completing the table below. ,,,,,,,,,
The 8 hour rolling avgerages will calculate automatically. ,,,,,,,,,
Please provide a flag number (see comment for list) for the data entered if possible. The comment field is optional.,,,,,,,,,
Please indicate if any of the stations listed below have been reomved from the network.,,,,,,,,,
Dublin City Council,,,,,,,,,
Site,,           Wood Quay (Winetavern St.),,,,         Coleraine Street,,,
Date,Time,CO mg/m3,8 hr roling avg,Flag,Comment,CO mg/m3,8 hr roling avg,Flag,Comment
05/10/2011,3.00,0.0,Service,2,,0.6,0.5,2,
05/10/2011,4.00,0.0,Service,2,,0.6,0.5,2,
05/10/2011,5.00,0.0,Service,2,,0.5,0.5,2,
05/10/2011,6.00,0.0,Service,2,,0.5,0.5,2,
05/10/2011,7.00,0.0,Service,2,,0.4,0.5,2,
05/10/2011,8.00,0.0,Service,2,,0.4,0.5,2,
05/10/2011,9.00,0.0,Service,2,,0.4,0.5,2,
05/10/2011,10.00,0.0,Service,2,,0.4,0.5,2,
05/10/2011,11.00,0.0,Service,2,,0.4,0.4,2,
05/10/2011,12.00,0.0,Service,2,,0.6,0.4,2,
05/10/2011,13.00,0.0,Service,2,,0.6,0.5,2,
05/10/2011,14.00,0.0,Service,2,,0.6,0.5,2,
05/10/2011,15.00,0.0,0.0,2,,0.6,0.5,2,
05/10/2011,16.00,0.0,0.0,2,,0.4,0.5,2,
05/10/2011,17.00,0.0,0.0,2,,0.4,0.5,2,
05/10/2011,18.00,0.0,0.0,2,,0.4,0.5,2,
05/10/2011,19.00,0.0,0.0,2,,0.3,0.5,2,
05/10/2011,20.00,0.0,0.0,2,,0.3,0.4,2,
05/10/2011,21.00,0.1,0.0,2,,0.3,0.4,2,
05/10/2011,22.00,0.1,0.0,2,,0.3,0.4,2,
05/10/2011,23.00,0.0,0.0,2,,0.3,0.4,2,
06/10/2011,0.00,0.0,0.0,2,,0.3,0.3,2,
06/10/2011,1.00,0.0,0.0,2,,0.3,0.3,2,
06/10/2011,2.00,0.0,0.0,2,,0.3,0.3,2,
06/10/2011,3.00,0.0,0.0,2,,0.2,0.3,2,
06/10/2011,4.00,0.0,0.0,2,,0.2,0.3,2,
06/10/2011,5.00,0.0,0.0,2,,0.2,0.3,2,
06/10/2011,6.00,0.0,0.0,2,,0.3,0.3,2,
06/10/2011,7.00,0.0,0.0,2,,0.3,0.3,2,
06/10/2011,8.00,0.0,0.0,2,,0.3,0.3,2,
06/10/2011,9.00,0.0,0.0,2,,0.2,0.3,2,
06/10/2011,10.00,0.0,0.0,2,,0.2,0.3,2,
06/10/2011,11.00,0.0,0.0,2,,0.2,0.3,2,
06/10/2011,12.00,0.0,0.0,2,,cal,cal,0,
06/10/2011,13.00,0.0,0.0,2,,cal,cal,0,
06/10/2011,14.00,0.0,0.0,2,,no data,0.2,3,
06/10/2011,15.00,0.0,0.0,2,,no data,0.2,3,
06/10/2011,16.00,0.0,0.0,2,,no data,0.2,3,
06/10/2011,17.00,0.0,0.0,2,,no data,0.2,3,
06/10/2011,18.00,0.0,0.0,2,,no data,0.2,3,
06/10/2011,19.00,0.0,0.0,2,,no data,no data,3,
06/10/2011,20.00,0.0,0.0,2,,no data,no data,3,
06/10/2011,21.00,0.0,0.0,2,,no data,no data,3,
06/10/2011,22.00,0.0,0.0,2,,no data,no data,3,
06/10/2011,23.00,0.0,0.0,2,,no data,no data,3,
07/10/2011,0.00,0.0,0.0,2,,no data,no data,3,
07/10/2011,1.00,0.0,0.0,2,,no data,no data,3,
07/10/2011,2.00,0.0,0.0,2,,no data,no data,3,
07/10/2011,3.00,0.0,0.0,2,,no data,no data,3,
07/10/2011,4.00,0.0,0.0,2,,no data,no data,3,
07/10/2011,5.00,0.0,0.0,2,,no data,no data,3,
07/10/2011,6.00,0.0,0.0,2,,no data,no data,3,
07/10/2011,7.00,0.0,0.0,2,,no data,no data,3,
07/10/2011,8.00,0.0,0.0,2,,no data,no data,3,
07/10/2011,9.00,0.0,0.0,2,,no data,no data,3,
07/10/2011,10.00,0.0,0.0,2,,no data,no data,3,
07/10/2011,11.00,0.0,0.0,2,,no data,no data,3,
07/10/2011,12.00,0.0,0.0,2,,no data,no data,3,
07/10/2011,13.00,0.0,0.0,2,,no data,no data,3,
07/10/2011,14.00,0.0,0.0,2,,no data,no data,3,
07/10/2011,15.00,0.0,0.0,2,,no data,no data,3,
07/10/2011,16.00,0.0,0.0,2,,no data,no data,3,
07/10/2011,17.00,0.0,0.0,2,,no data,no data,3,
07/10/2011,18.00,0.0,0.0,2,,no data,no data,3,
07/10/2011,19.00,0.0,0.0,2,,no data,no data,3,
07/10/2011,20.00,0.0,0.0,2,,no data,no data,3,
07/10/2011,21.00,0.0,0.0,2,,no data,no data,3,
07/10/2011,22.00,0.0,0.0,2,,no data,no data,3,
07/10/2011,23.00,0.0,0.0,2,,no data,no data,3,
08/10/2011,0.00,0.0,0.0,2,,no data,no data,3,
08/10/2011,1.00,0.0,0.0,2,,no data,no data,3,
08/10/2011,2.00,0.0,0.0,2,,no data,no data,3,
08/10/2011,3.00,0.0,0.0,2,,no data,no data,3,
08/10/2011,4.00,0.0,0.0,2,,no data,no data,3,
08/10/2011,5.00,0.0,0.0,2,,no data,no data,3,
08/10/2011,6.00,0.0,0.0,2,,no data,no data,3,
08/10/2011,7.00,0.0,0.0,2,,no data,no data,3,
08/10/2011,8.00,0.0,0.0,2,,no data,no data,3,
08/10/2011,9.00,0.0,0.0,2,,no data,no data,3,
08/10/2011,10.00,0.0,0.0,2,,no data,no data,3,
08/10/2011,11.00,0.0,0.0,2,,no data,no data,3,
08/10/2011,12.00,0.0,0.0,2,,no data,no data,3,
08/10/2011,13.00,0.0,0.0,2,,no data,no data,3,
08/10/2011,14.00,0.0,0.0,2,,no data,no data,3,
08/10/2011,15.00,0.0,0.0,2,,no data,no data,3,
08/10/2011,16.00,0.0,0.0,2,,no data,no data,3,
08/10/2011,17.00,0.0,0.0,2,,no data,no data,3,
08/10/2011,18.00,0.0,0.0,2,,no data,no data,3,
08/10/2011,19.00,0.0,0.0,2,,no data,no data,3,
08/10/2011,20.00,0.0,0.0,2,,no data,no data,3,
08/10/2011,21.00,0.0,0.0,2,,no data,no data,3,
08/10/2011,22.00,0.0,0.0,2,,no data,no data,3,
08/10/2011,23.00,0.0,0.0,2,,no data,no data,3,
09/10/2011,0.00,0.0,0.0,2,,no data,no data,3,
09/10/2011,1.00,0.0,0.0,2,,no data,no data,3,
09/10/2011,2.00,0.0,0.0,2,,no data,no data,3,
09/10/2011,3.00,0.0,0.0,2,,no data,no data,3,
09/10/2011,4.00,0.0,0.0,2,,no data,no data,3,
09/10/2011,5.00,0.0,0.0,2,,no data,no data,3,
09/10/2011,6.00,0.0,0.0,2,,no data,no data,3,
09/10/2011,7.00,0.0,0.0,2,,no data,no data,3,
09/10/2011,8.00,0.0,0.0,2,,no data,no data,3,
09/10/2011,9.00,0.0,0.0,2,,no data,no data,3,
09/10/2011,10.00,0.0,0.0,2,,no data,no data,3,
09/10/2011,11.00,0.0,0.0,2,,no data,no data,3,
09/10/2011,12.00,0.0,0.0,2,,no data,no data,3,
09/10/2011,13.00,0.0,0.0,2,,no data,no data,3,
09/10/2011,14.00,0.0,0.0,2,,no data,no data,3,
09/10/2011,15.00,0.0,0.0,2,,no data,no data,3,
09/10/2011,16.00,0.0,0.0,2,,no data,no data,3,
09/10/2011,17.00,0.0,0.0,2,,no data,no data,3,
09/10/2011,18.00,0.0,0.0,2,,no data,no data,3,
09/10/2011,19.00,0.0,0.0,2,,no data,no data,3,
09/10/2011,20.00,0.0,0.0,2,,no data,no data,3,
09/10/2011,21.00,0.0,0.0,2,,no data,no data,3,
09/10/2011,22.00,0.0,0.0,2,,no data,no data,3,
09/10/2011,23.00,0.0,0.0,2,,no data,no data,3,
10/10/2011,0.00,0.0,0.0,2,,no data,no data,3,
10/10/2011,1.00,0.0,0.0,2,,no data,no data,3,
10/10/2011,2.00,0.0,0.0,2,,no data,no data,3,
10/10/2011,3.00,0.0,0.0,2,,no data,no data,3,
10/10/2011,4.00,0.0,0.0,2,,no data,no data,3,
10/10/2011,5.00,0.0,0.0,2,,no data,no data,3,
10/10/2011,6.00,0.0,0.0,2,,no data,no data,3,
10/10/2011,7.00,0.0,0.0,2,,no data,no data,3,
10/10/2011,8.00,0.0,0.0,2,,no data,no data,3,
10/10/2011,9.00,0.0,0.0,2,,no data,no data,3,
10/10/2011,10.00,0.0,0.0,2,,no data,no data,3,
10/10/2011,11.00,0.0,0.0,2,,no data,no data,3,
10/10/2011,12.00,0.0,0.0,2,,no data,no data,3,
10/10/2011,13.00,0.0,0.0,2,,no data,no data,3,
10/10/2011,14.00,0.0,0.0,2,,no data,no data,3,
10/10/2011,15.00,0.0,0.0,2,,no data,no data,3,
10/10/2011,16.00,0.0,0.0,2,,-0.1,-0.1,2,
10/10/2011,17.00,0.1,0.0,2,,no data,no data,3,
10/10/2011,18.00,0.1,0.0,2,,no data,no data,3,
10/10/2011,19.00,0.0,0.0,2,,no data,no data,3,
10/10/2011,20.00,0.0,0.0,2,,no data,no data,3,
10/10/2011,21.00,0.0,0.0,2,,-0.2,-0.1,2,
10/10/2011,22.00,0.0,0.0,2,,no data,no data,3,
10/10/2011,23.00,0.0,0.0,2,,no data,no data,3,
11/10/2011,0.00,0.0,0.0,2,,no data,no data,3,
11/10/2011,1.00,0.0,0.0,2,,no data,no data,3,
11/10/2011,2.00,0.0,0.0,2,,no data,no data,3,
11/10/2011,3.00,0.0,0.0,2,,no data,no data,3,
11/10/2011,4.00,0.0,0.0,2,,no data,no data,3,
11/10/2011,5.00,0.0,0.0,2,,no data,no data,3,
11/10/2011,6.00,0.0,0.0,2,,no data,no data,3,
11/10/2011,7.00,0.0,0.0,2,,no data,no data,3,
11/10/2011,8.00,0.0,0.0,2,,no data,no data,3,
11/10/2011,9.00,0.0,0.0,2,,no data,no data,3,
11/10/2011,10.00,0.0,0.0,2,,no data,no data,3,
11/10/2011,11.00,0.0,0.0,2,,no data,no data,3,
11/10/2011,12.00,0.0,0.0,2,,no data,no data,3,
11/10/2011,13.00,0.0,0.0,2,,no data,no data,3,
11/10/2011,14.00,0.0,0.0,2,,no data,no data,3,
11/10/2011,15.00,0.0,0.0,2,,no data,no data,3,
11/10/2011,16.00,0.0,0.0,2,,no data,no data,3,
11/10/2011,17.00,0.0,0.0,2,,no data,no data,3,
11/10/2011,18.00,0.1,0.0,2,,no data,no data,3,
11/10/2011,19.00,0.0,0.0,2,,no data,no data,3,
11/10/2011,20.00,0.0,0.0,2,,no data,no data,3,
11/10/2011,21.00,0.0,0.0,2,,-0.1,-0.1,2,
11/10/2011,22.00,0.0,0.0,2,,no data,-0.1,3,
11/10/2011,23.00,0.0,0.0,2,,no data,-0.1,3,
12/10/2011,0.00,0.0,0.0,2,,no data,-0.1,3,
12/10/2011,1.00,0.0,0.0,2,,-0.2,-0.2,2,
12/10/2011,2.00,0.0,0.0,2,,no data,-0.2,3,
12/10/2011,3.00,0.0,0.0,2,,-0.1,-0.2,2,
12/10/2011,4.00,0.0,0.0,2,,no data,-0.2,3,
12/10/2011,5.00,0.0,0.0,2,,no data,-0.2,3,
12/10/2011,6.00,0.0,0.0,2,,-0.1,-0.1,2,
12/10/2011,7.00,0.0,0.0,2,,no data,-0.1,3,
12/10/2011,8.00,0.0,0.0,2,,no data,-0.1,3,
12/10/2011,9.00,0.0,0.0,2,,no data,-0.1,3,
12/10/2011,10.00,0.0,0.0,2,,no data,-0.1,3,
12/10/2011,11.00,0.0,0.0,2,,no data,-0.1,3,
12/10/2011,12.00,0.0,0.0,2,,no data,-0.1,3,
12/10/2011,13.00,0.0,0.0,2,,no data,-0.1,3,
12/10/2011,14.00,0.0,0.0,2,,no data,no data,3,
12/10/2011,15.00,0.0,0.0,2,,no data,no data,3,
12/10/2011,16.00,0.0,0.0,2,,no data,no data,3,
12/10/2011,17.00,0.1,0.0,2,,-0.2,-0.2,2,
12/10/2011,18.00,0.1,0.0,2,,no data,no data,3,
12/10/2011,19.00,0.0,0.0,2,,no data,no data,3,
12/10/2011,20.00,0.0,0.0,2,,no data,no data,3,
12/10/2011,21.00,0.0,0.0,2,,-0.1,-0.1,2,
12/10/2011,22.00,0.0,0.0,2,,-0.1,-0.1,2,
12/10/2011,23.00,0.0,0.0,2,,-0.1,-0.1,2,
13/10/2011,0.00,0.0,0.0,2,,-0.1,-0.1,2,
13/10/2011,1.00,0.0,0.0,2,,-0.1,-0.1,2,
13/10/2011,2.00,0.0,0.0,2,,-0.1,-0.1,2,
13/10/2011,3.00,0.0,0.0,2,,0.0,-0.1,2,
13/10/2011,4.00,0.0,0.0,2,,0.0,-0.1,2,
13/10/2011,5.00,0.0,0.0,2,,0.0,-0.1,2,
13/10/2011,6.00,0.0,0.0,2,,0.2,0.0,2,
13/10/2011,7.00,0.0,0.0,2,,-0.1,0.0,2,
13/10/2011,8.00,0.0,0.0,2,,0.1,0.0,2,
13/10/2011,9.00,0.0,0.0,2,,0.1,0.0,2,
13/10/2011,10.00,0.0,0.0,2,,0.1,0.0,2,
13/10/2011,11.00,0.0,0.0,2,,-0.1,0.0,2,
13/10/2011,12.00,0.0,0.0,2,,0.1,0.1,2,
13/10/2011,13.00,0.0,0.0,2,,0.1,0.1,2,
13/10/2011,14.00,0.0,0.0,2,,0.2,0.1,2,
13/10/2011,15.00,0.0,0.0,2,,0.2,0.1,2,
13/10/2011,16.00,0.1,0.0,2,,0.3,0.1,2,
13/10/2011,17.00,0.1,0.0,2,,0.3,0.2,2,
13/10/2011,18.00,0.1,0.1,2,,0.3,0.2,2,
13/10/2011,19.00,0.1,0.1,2,,0.1,0.2,2,
13/10/2011,20.00,0.1,0.1,2,,0.2,0.2,2,
13/10/2011,21.00,0.1,0.1,2,,0.3,0.2,2,
13/10/2011,22.00,0.2,0.1,2,,0.2,0.2,2,
13/10/2011,23.00,0.2,0.1,2,,0.1,0.2,2,
14/10/2011,0.00,0.2,0.1,2,,0.0,0.2,2,
14/10/2011,1.00,0.2,0.1,2,,-0.1,0.1,2,
14/10/2011,2.00,0.1,0.1,2,,-0.1,0.1,2,
14/10/2011,3.00,0.1,0.1,2,,-0.1,0.1,2,
14/10/2011,4.00,0.1,0.2,2,,-0.1,0.0,2,
14/10/2011,5.00,0.1,0.2,2,,0.2,0.0,2,
14/10/2011,6.00,0.1,0.1,2,,0.2,0.0,2,
14/10/2011,7.00,0.2,0.1,2,,0.6,0.1,2,
14/10/2011,8.00,0.2,0.1,2,,0.6,0.1,2,
14/10/2011,9.00,0.4,0.2,2,,-0.1,0.1,2,
14/10/2011,10.00,0.3,0.2,2,,0.1,0.2,2,
14/10/2011,11.00,0.1,0.2,2,,-0.1,0.2,2,
14/10/2011,12.00,0.1,0.2,2,,0.1,0.2,2,
14/10/2011,13.00,0.0,0.2,2,,0.2,0.2,2,
14/10/2011,14.00,0.1,0.2,2,,0.0,0.2,2,
14/10/2011,15.00,0.1,0.1,2,,0.0,0.1,2,
14/10/2011,16.00,0.1,0.1,2,,0.1,0.0,2,
14/10/2011,17.00,0.1,0.1,2,,0.1,0.1,2,
14/10/2011,18.00,0.1,0.1,2,,0.1,0.1,2,
14/10/2011,19.00,0.1,0.1,2,,-0.1,0.1,2,
14/10/2011,20.00,0.1,0.1,2,,no data,0.1,3,
14/10/2011,21.00,0.0,0.1,2,,-0.1,0.0,2,
14/10/2011,22.00,0.0,0.1,2,,no data,0.0,3,
14/10/2011,23.00,0.0,0.1,2,,-0.2,0.0,2,
15/10/2011,0.00,0.0,0.1,2,,-0.2,0.0,2,
15/10/2011,1.00,0.0,0.0,2,,0.0,-0.1,2,
15/10/2011,2.00,0.0,0.0,2,,-0.2,-0.1,2,
15/10/2011,3.00,0.0,0.0,2,,-0.1,-0.1,2,
15/10/2011,4.00,0.0,0.0,2,,-0.1,-0.1,2,
15/10/2011,5.00,0.0,0.0,2,,-0.1,-0.1,2,
15/10/2011,6.00,0.0,0.0,2,,0.0,-0.1,2,
15/10/2011,7.00,0.0,0.0,2,,no data,-0.1,2,
15/10/2011,8.00,0.0,0.0,2,,-0.1,-0.1,3,
15/10/2011,9.00,0.0,0.0,2,,0.1,-0.1,2,
15/10/2011,10.00,0.0,0.0,2,,0.0,-0.1,2,
15/10/2011,11.00,0.0,0.0,2,,0.1,0.0,2,
15/10/2011,12.00,0.0,0.0,2,,0.1,0.0,2,
15/10/2011,13.00,0.0,0.0,2,,0.1,0.0,2,
15/10/2011,14.00,0.0,0.0,2,,0.0,0.0,2,
15/10/2011,15.00,0.0,0.0,2,,0.1,0.0,2,
15/10/2011,16.00,0.1,0.0,2,,0.1,0.1,2,
15/10/2011,17.00,0.1,0.0,2,,0.1,0.1,2,
15/10/2011,18.00,0.1,0.0,2,,-0.1,0.1,2,
15/10/2011,19.00,0.1,0.1,2,,no data,no data,3,
15/10/2011,20.00,0.1,0.1,2,,no data,no data,3,
15/10/2011,21.00,0.0,0.1,2,,no data,no data,3,
15/10/2011,22.00,0.0,0.1,2,,no data,no data,3,
15/10/2011,23.00,0.0,0.0,2,,no data,no data,3,
16/10/2011,0.00,0.0,0.0,2,,no data,no data,3,
16/10/2011,1.00,0.0,0.0,2,,no data,no data,3,
16/10/2011,2.00,0.0,0.0,2,,no data,no data,3,
16/10/2011,3.00,0.0,0.0,2,,no data,no data,3,
16/10/2011,4.00,0.0,0.0,2,,no data,no data,3,
16/10/2011,5.00,0.0,0.0,2,,no data,no data,3,
16/10/2011,6.00,0.0,0.0,2,,no data,no data,3,
16/10/2011,7.00,0.0,0.0,2,,no data,no data,3,
16/10/2011,8.00,0.0,0.0,2,,no data,no data,3,
16/10/2011,9.00,0.0,0.0,2,,no data,no data,3,
16/10/2011,10.00,0.0,0.0,2,,no data,no data,3,
16/10/2011,11.00,0.0,0.0,2,,no data,no data,3,
16/10/2011,12.00,0.0,0.0,2,,no data,no data,3,
16/10/2011,13.00,0.0,0.0,2,,no data,no data,3,
16/10/2011,14.00,0.0,0.0,2,,no data,no data,3,
16/10/2011,15.00,0.0,0.0,2,,no data,no data,3,
16/10/2011,16.00,0.0,0.0,2,,no data,no data,3,
16/10/2011,17.00,0.0,0.0,2,,no data,no data,3,
16/10/2011,18.00,0.0,0.0,2,,no data,no data,3,
16/10/2011,19.00,0.0,0.0,2,,no data,no data,3,
16/10/2011,20.00,0.1,0.0,2,,no data,no data,3,
16/10/2011,21.00,0.0,0.0,2,,no data,no data,3,
16/10/2011,22.00,0.0,0.0,2,,no data,no data,3,
16/10/2011,23.00,0.0,0.0,2,,no data,no data,3,
17/10/2011,0.00,0.0,0.0,2,,no data,no data,3,
17/10/2011,1.00,0.0,0.0,2,,no data,no data,3,
17/10/2011,2.00,0.0,0.0,2,,no data,no data,3,
17/10/2011,3.00,0.0,0.0,2,,no data,no data,3,
17/10/2011,4.00,0.0,0.0,2,,no data,no data,3,
17/10/2011,5.00,0.0,0.0,2,,no data,no data,3,
17/10/2011,6.00,0.0,0.0,2,,no data,no data,3,
17/10/2011,7.00,0.0,0.0,2,,no data,no data,3,
17/10/2011,8.00,0.0,0.0,2,,no data,no data,3,
17/10/2011,9.00,0.0,0.0,2,,no data,no data,3,
17/10/2011,10.00,0.0,0.0,2,,no data,no data,3,
17/10/2011,11.00,0.0,0.0,2,,no data,no data,3,
17/10/2011,12.00,0.0,0.0,2,,no data,no data,3,
17/10/2011,13.00,0.0,0.0,2,,no data,no data,3,
17/10/2011,14.00,0.0,0.0,2,,no data,no data,3,
17/10/2011,15.00,0.0,0.0,2,,no data,no data,3,
17/10/2011,16.00,0.0,0.0,2,,no data,no data,3,
17/10/2011,17.00,0.0,0.0,2,,no data,no data,3,
17/10/2011,18.00,0.1,0.0,2,,no data,no data,3,
17/10/2011,19.00,0.0,0.0,2,,no data,no data,3,
17/10/2011,20.00,0.0,0.0,2,,no data,no data,3,
17/10/2011,21.00,0.0,0.0,2,,no data,no data,3,
17/10/2011,22.00,0.0,0.0,2,,no data,no data,3,
17/10/2011,23.00,0.0,0.0,2,,no data,no data,3,
18/10/2011,0.00,0.0,0.0,2,,no data,no data,3,
18/10/2011,1.00,0.0,0.0,2,,no data,no data,3,
18/10/2011,2.00,0.0,0.0,2,,no data,no data,3,
18/10/2011,3.00,0.0,0.0,2,,no data,no data,3,
18/10/2011,4.00,0.0,0.0,2,,no data,no data,3,
18/10/2011,5.00,0.0,0.0,2,,no data,no data,3,
18/10/2011,6.00,0.0,0.0,2,,no data,no data,3,
18/10/2011,7.00,0.0,0.0,2,,no data,no data,3,
18/10/2011,8.00,0.0,0.0,2,,no data,no data,3,
18/10/2011,9.00,0.0,0.0,2,,no data,no data,3,
18/10/2011,10.00,0.0,0.0,2,,no data,no data,3,
18/10/2011,11.00,0.0,0.0,2,,no data,no data,3,
18/10/2011,12.00,0.0,0.0,2,,no data,no data,3,
18/10/2011,13.00,0.0,0.0,2,,no data,no data,3,
18/10/2011,14.00,0.0,0.0,2,,no data,no data,3,
18/10/2011,15.00,0.0,0.0,2,,no data,no data,3,
18/10/2011,16.00,0.0,0.0,2,,no data,no data,3,
18/10/2011,17.00,0.0,0.0,2,,no data,no data,3,
18/10/2011,18.00,0.0,0.0,2,,no data,no data,3,
18/10/2011,19.00,0.0,0.0,2,,no data,no data,3,
18/10/2011,20.00,0.0,0.0,2,,no data,no data,3,
18/10/2011,21.00,0.0,0.0,2,,no data,no data,3,
18/10/2011,22.00,0.0,0.0,2,,no data,no data,3,
18/10/2011,23.00,0.0,0.0,2,,no data,no data,3,
19/10/2011,0.00,0.0,0.0,2,,no data,no data,3,
19/10/2011,1.00,0.0,0.0,2,,no data,no data,3,
19/10/2011,2.00,0.0,0.0,2,,no data,no data,3,
19/10/2011,3.00,0.0,0.0,2,,no data,no data,3,
19/10/2011,4.00,0.0,0.0,2,,no data,no data,3,
19/10/2011,5.00,0.0,0.0,2,,no data,no data,3,
19/10/2011,6.00,0.0,0.0,2,,no data,no data,3,
19/10/2011,7.00,0.0,0.0,2,,no data,no data,3,
19/10/2011,8.00,0.0,0.0,2,,no data,no data,3,
19/10/2011,9.00,0.0,0.0,2,,no data,no data,3,
19/10/2011,10.00,0.0,0.0,2,,no data,no data,3,
19/10/2011,11.00,0.0,0.0,2,,no data,no data,3,
19/10/2011,12.00,0.0,0.0,2,,no data,no data,3,
19/10/2011,13.00,0.0,0.0,2,,no data,no data,3,
19/10/2011,14.00,0.0,0.0,2,,no data,no data,3,
19/10/2011,15.00,0.0,0.0,2,,no data,no data,3,
19/10/2011,16.00,0.0,0.0,2,,no data,no data,3,
19/10/2011,17.00,0.0,0.0,2,,no data,no data,3,
19/10/2011,18.00,0.1,0.0,2,,no data,no data,3,
19/10/2011,19.00,0.1,0.0,2,,no data,no data,3,
19/10/2011,20.00,0.0,0.0,2,,no data,no data,3,
19/10/2011,21.00,0.0,0.0,2,,no data,no data,3,
19/10/2011,22.00,0.0,0.0,2,,no data,no data,3,
19/10/2011,23.00,0.0,0.0,2,,no data,no data,3,
20/10/2011,0.00,0.0,0.0,2,,no data,no data,3,
20/10/2011,1.00,0.0,0.0,2,,no data,no data,3,
20/10/2011,2.00,0.0,0.0,2,,no data,no data,3,
20/10/2011,3.00,0.0,0.0,2,,no data,no data,3,
20/10/2011,4.00,0.0,0.0,2,,no data,no data,3,
20/10/2011,5.00,0.0,0.0,2,,no data,no data,3,
20/10/2011,6.00,0.0,0.0,2,,no data,no data,3,
20/10/2011,7.00,0.0,0.0,2,,0.0,0.0,2,
20/10/2011,8.00,0.1,0.0,2,,no data,0.0,3,
20/10/2011,9.00,0.2,0.0,2,,no data,0.0,3,
20/10/2011,10.00,0.1,0.0,2,,no data,0.0,3,
20/10/2011,11.00,0.0,0.1,2,,no data,0.0,3,
20/10/2011,12.00,0.0,0.1,2,,no data,0.0,3,
20/10/2011,13.00,0.0,0.1,2,,no data,0.0,3,
20/10/2011,14.00,0.0,0.1,2,,no data,0.0,3,
20/10/2011,15.00,0.0,0.1,2,,no data,no data,3,
20/10/2011,16.00,0.0,0.1,2,,no data,no data,3,
20/10/2011,17.00,0.0,0.0,2,,no data,no data,3,
20/10/2011,18.00,0.1,0.0,2,,no data,no data,3,
20/10/2011,19.00,0.0,0.0,2,,no data,no data,3,
20/10/2011,20.00,0.0,0.0,2,,no data,no data,3,
20/10/2011,21.00,0.0,0.0,2,,no data,no data,3,
20/10/2011,22.00,0.0,0.0,2,,no data,no data,3,
20/10/2011,23.00,0.0,0.0,2,,no data,no data,3,
21/10/2011,0.00,0.0,0.0,2,,no data,no data,3,
21/10/2011,1.00,0.0,0.0,2,,no data,no data,3,
21/10/2011,2.00,0.0,0.0,2,,no data,no data,3,
21/10/2011,3.00,0.0,0.0,2,,no data,no data,3,
21/10/2011,4.00,0.0,0.0,2,,no data,no data,3,
21/10/2011,5.00,0.0,0.0,2,,no data,no data,3,
21/10/2011,6.00,0.0,0.0,2,,no data,no data,3,
21/10/2011,7.00,0.0,0.0,2,,no data,no data,3,
21/10/2011,8.00,0.0,0.0,2,,no data,no data,3,
21/10/2011,9.00,0.0,0.0,2,,no data,no data,3,
21/10/2011,10.00,0.0,0.0,2,,no data,no data,3,
21/10/2011,11.00,0.0,0.0,2,,no data,no data,3,
21/10/2011,12.00,0.0,0.0,2,,-0.1,-0.1,2,
21/10/2011,13.00,0.0,0.0,2,,-0.2,-0.1,2,
21/10/2011,14.00,0.0,0.0,2,,-0.1,-0.1,2,
21/10/2011,15.00,0.0,0.0,2,,0.0,-0.1,2,
21/10/2011,16.00,0.0,0.0,2,,0.0,-0.1,2,
21/10/2011,17.00,0.0,0.0,2,,-0.1,-0.1,2,
21/10/2011,18.00,0.1,0.0,2,,no data,no data,3,
21/10/2011,19.00,0.0,0.0,2,,-0.1,-0.1,2,
21/10/2011,20.00,0.0,0.0,2,,no data,no data,3,
21/10/2011,21.00,0.0,0.0,2,,-0.1,0.0,2,
21/10/2011,22.00,0.0,0.0,2,,-0.1,-0.1,2,
21/10/2011,23.00,0.0,0.0,2,,-0.1,-0.1,2,
22/10/2011,0.00,0.0,0.0,2,,-0.1,-0.1,2,
22/10/2011,1.00,0.0,0.0,2,,no data,no data,3,
22/10/2011,2.00,0.0,0.0,2,,no data,no data,3,
22/10/2011,3.00,0.0,0.0,2,,no data,no data,3,
22/10/2011,4.00,0.0,0.0,2,,no data,no data,3,
22/10/2011,5.00,0.0,0.0,2,,no data,no data,3,
22/10/2011,6.00,0.0,0.0,2,,no data,no data,3,
22/10/2011,7.00,0.0,0.0,2,,0.0,-0.1,2,
22/10/2011,8.00,0.0,0.0,2,,0.1,0.0,2,
22/10/2011,9.00,0.0,0.0,2,,0.0,0.0,2,
22/10/2011,10.00,0.0,0.0,2,,-0.1,0.0,2,
22/10/2011,11.00,0.0,0.0,2,,0.0,0.0,2,
22/10/2011,12.00,0.0,0.0,2,,-0.1,0.0,2,
22/10/2011,13.00,0.0,0.0,2,,0.0,0.0,2,
22/10/2011,14.00,0.0,0.0,2,,-0.1,0.0,2,
22/10/2011,15.00,0.0,0.0,2,,-0.1,0.0,2,
22/10/2011,16.00,0.0,0.0,2,,0.0,0.0,2,
22/10/2011,17.00,0.0,0.0,2,,0.2,0.0,2,
22/10/2011,18.00,0.0,0.0,2,,0.3,0.0,2,
22/10/2011,19.00,0.0,0.0,2,,0.1,0.0,2,
22/10/2011,20.00,0.1,0.0,2,,0.0,0.1,2,
22/10/2011,21.00,0.0,0.0,2,,0.1,0.1,2,
22/10/2011,22.00,0.0,0.0,2,,0.1,0.1,2,
22/10/2011,23.00,0.1,0.1,2,,0.0,0.1,2,
23/10/2011,0.00,0.1,0.1,2,,-0.1,0.1,2,
